date,regularballs,powerball
"June 10, 2024","9, 15, 27, 32, 65",10
"June 12, 2024","19, 30, 31, 61, 62",21
"June 12, 2024","12, 13, 59, 68, 69",13
"June 15, 2024","4, 36, 48, 54, 56",2
"June 15, 2024","30, 38, 44, 54, 55",22
"June 17, 2024","30, 48, 53, 58, 66",9
"June 17, 2024","30, 41, 42, 67, 68",16
"June 19, 2024","4, 27, 44, 50, 64",7
"June 19, 2024","16, 23, 35, 50, 59",21
"June 22, 2024","4, 5, 15, 32, 62",21
"June 22, 2024","6, 23, 48, 49, 54",14
"June 24, 2024","5, 6, 36, 53, 69",8
"June 24, 2024","1, 31, 33, 54, 60",26
"June 26, 2024","4, 9, 36, 47, 56",7
"June 26, 2024","4, 19, 27, 37, 56",21
"June 29, 2024","26, 51, 54, 61, 69",25
"June 29, 2024","6, 28, 49, 53, 69",8
"July 1, 2024","5, 9, 32, 39, 55",9
"July 1, 2024","12, 18, 32, 59, 61",8
"July 3, 2024","2, 26, 33, 55, 57",22
"July 3, 2024","19, 22, 38, 55, 61",23
"July 6, 2024","5, 32, 35, 39, 49",21
"July 6, 2024","22, 27, 52, 62, 69",4
"July 8, 2024","20, 22, 31, 33, 45",1
"July 8, 2024","10, 17, 19, 25, 59",8
"July 10, 2024","7, 11, 12, 27, 46",26
"July 10, 2024","16, 17, 33, 56, 66",18
"July 13, 2024","9, 55, 59, 66, 69",21
"July 13, 2024","40, 57, 59, 64, 65",15
"July 15, 2024","9, 31, 39, 40, 45",23
"July 15, 2024","3, 13, 41, 55, 61",6
"July 17, 2024","24, 27, 32, 47, 66",26
"July 17, 2024","3, 24, 49, 56, 60",17
"July 20, 2024","18, 25, 31, 40, 57",4
"July 20, 2024","10, 14, 31, 34, 67",20
"July 22, 2024","31, 36, 56, 58, 69",20
"July 22, 2024","17, 34, 44, 49, 66",9
"July 24, 2024","16, 42, 59, 63, 68",13
"July 24, 2024","4, 9, 20, 47, 51",9
"July 27, 2024","3, 31, 37, 40, 64",17
"July 27, 2024","19, 45, 57, 64, 69",7
"July 29, 2024","11, 27, 30, 33, 44",16
"July 29, 2024","20, 21, 36, 54, 63",21
"July 31, 2024","23, 34, 37, 50, 58",7
"July 31, 2024","10, 24, 41, 48, 61",9
"August 3, 2024","13, 33, 40, 60, 61",20
"August 3, 2024","13, 18, 29, 43, 56",8
"August 5, 2024","29, 42, 44, 51, 54",12
"August 5, 2024","2, 18, 31, 45, 60",8
"August 7, 2024","6, 19, 35, 47, 57",9
"August 7, 2024","16, 29, 31, 60, 65",26
"August 10, 2024","9, 24, 33, 64, 69",9
"August 10, 2024","6, 14, 53, 59, 62",12
"August 12, 2024","9, 22, 57, 67, 68",14
"August 12, 2024","5, 35, 49, 60, 62",17
"August 14, 2024","8, 9, 23, 29, 62",13
"August 14, 2024","16, 27, 34, 62, 66",22
"August 17, 2024","12, 31, 43, 45, 46",22
"August 17, 2024","9, 12, 25, 51, 56",22
"August 19, 2024","1, 2, 15, 23, 28",10
"August 19, 2024","22, 48, 50, 57, 69",1
"August 21, 2024","27, 31, 33, 38, 67",3
"August 21, 2024","2, 3, 28, 52, 69",3
"August 24, 2024","5, 15, 21, 24, 43",17
"August 24, 2024","1, 26, 32, 64, 65",16
"August 26, 2024","2, 4, 23, 68, 69",15
"August 26, 2024","19, 50, 55, 58, 66",15
"August 28, 2024","5, 33, 47, 50, 64",20
"August 28, 2024","9, 11, 31, 52, 54",25
"August 31, 2024","4, 34, 35, 38, 69",19
"August 31, 2024","19, 32, 43, 55, 58",12
"September 2, 2024","8, 42, 46, 48, 53",22
"September 2, 2024","4, 12, 13, 16, 67",7
"September 4, 2024","7, 10, 21, 33, 59",20
"September 4, 2024","4, 21, 34, 35, 41",9
"September 7, 2024","14, 34, 37, 55, 63",20
"September 7, 2024","14, 16, 20, 30, 47",22
"September 9, 2024","1, 16, 21, 47, 60",5
"September 9, 2024","10, 14, 38, 42, 45",26
"September 11, 2024","10, 12, 55, 65, 67",3
"September 11, 2024","6, 9, 15, 17, 20",3
"September 14, 2024","29, 34, 38, 48, 56",16
"September 14, 2024","1, 26, 38, 52, 55",16
"September 16, 2024","8, 9, 11, 27, 31",17
"September 16, 2024","13, 25, 38, 40, 63",23
"September 18, 2024","1, 11, 22, 47, 68",7
"September 18, 2024","16, 23, 50, 53, 66",14
"September 21, 2024","17, 19, 21, 37, 45",14
"September 21, 2024","4, 17, 37, 46, 49",19
"September 23, 2024","15, 21, 25, 37, 45",19
"September 23, 2024","23, 39, 57, 61, 67",10
"September 25, 2024","2, 26, 45, 46, 52",21
"September 25, 2024","6, 32, 51, 62, 69",26
"September 28, 2024","3, 11, 13, 24, 39",22
"September 28, 2024","6, 7, 17, 20, 57",10
"September 30, 2024","9, 11, 30, 43, 69",20
"September 30, 2024","17, 32, 39, 43, 53",2
"October 2, 2024","1, 2, 21, 37, 43",21
"October 2, 2024","39, 44, 45, 46, 66",13
"October 5, 2024","2, 12, 46, 52, 65",3
"October 5, 2024","15, 16, 27, 30, 57",24
"October 7, 2024","18, 30, 31, 52, 63",22
"October 7, 2024","24, 27, 47, 49, 55",11
"October 9, 2024","25, 32, 43, 53, 66",10
"October 9, 2024","4, 14, 29, 33, 59",17
"October 12, 2024","5, 14, 20, 41, 57",6
"October 12, 2024","18, 22, 32, 41, 49",24
"October 14, 2024","14, 18, 33, 64, 67",14
"October 14, 2024","7, 29, 31, 41, 54",8
"October 16, 2024","4, 30, 39, 44, 60",11
"October 16, 2024","29, 35, 41, 53, 68",9
"October 19, 2024","7, 16, 19, 45, 64",25
"October 19, 2024","19, 39, 53, 57, 68",16
"October 21, 2024","1, 25, 57, 62, 64",15
"October 21, 2024","2, 3, 7, 26, 34",1
"October 23, 2024","2, 15, 27, 29, 39",20
"October 23, 2024","1, 42, 43, 58, 66",20
"October 26, 2024","8, 12, 40, 45, 51",15
"October 26, 2024","1, 7, 25, 27, 57",18
"October 28, 2024","21, 27, 32, 48, 67",17
"October 28, 2024","6, 16, 19, 24, 40",5
"October 30, 2024","13, 22, 29, 43, 58",22
"October 30, 2024","18, 36, 39, 49, 62",12
"November 2, 2024","10, 45, 48, 58, 61",2
"November 2, 2024","4, 20, 37, 48, 58",24
"November 4, 2024","6, 18, 33, 48, 53",21
"November 4, 2024","8, 14, 16, 34, 51",14
"November 6, 2024","12, 17, 37, 58, 62",4
"November 6, 2024","12, 16, 17, 39, 45",10
"November 9, 2024","11, 24, 50, 56, 66",16
"November 9, 2024","9, 28, 40, 55, 57",22
"November 11, 2024","3, 21, 24, 34, 46",9
"November 11, 2024","16, 23, 38, 40, 57",10
"November 13, 2024","9, 20, 26, 43, 58",9
"November 13, 2024","14, 41, 45, 55, 59",13
"November 16, 2024","21, 22, 25, 32, 38",16
"November 16, 2024","16, 23, 31, 59, 63",10
"November 18, 2024","27, 31, 41, 52, 69",26
"November 18, 2024","2, 6, 24, 36, 43",13
"November 20, 2024","16, 30, 60, 62, 64",25
"November 20, 2024","3, 10, 37, 40, 68",1
"November 23, 2024","12, 13, 34, 44, 67",8
"November 23, 2024","36, 40, 41, 50, 60",13
"November 25, 2024","5, 35, 45, 60, 63",12
"November 25, 2024","2, 13, 25, 27, 39",10
"November 27, 2024","1, 6, 7, 13, 40",5
"November 27, 2024","19, 37, 41, 42, 62",13
"November 30, 2024","4, 24, 29, 39, 63",25
"November 30, 2024","9, 21, 37, 43, 61",23
"December 2, 2024","3, 9, 26, 61, 67",13
"December 2, 2024","14, 27, 34, 39, 40",4
"December 4, 2024","1, 23, 25, 28, 61",13
"December 4, 2024","14, 35, 43, 48, 54",1
"December 7, 2024","1, 31, 43, 55, 57",22
"December 7, 2024","8, 10, 39, 57, 61",12
"December 9, 2024","35, 37, 40, 45, 51",24
"December 9, 2024","7, 17, 28, 44, 54",8
"December 11, 2024","13, 44, 50, 52, 54",20
"December 11, 2024","18, 23, 34, 60, 62",19
"December 14, 2024","12, 17, 23, 52, 67",1
"December 14, 2024","12, 16, 36, 55, 64",3
"December 16, 2024","9, 30, 33, 57, 61",17
"December 16, 2024","2, 7, 15, 21, 56",12
"December 18, 2024","6, 15, 18, 33, 49",7
"December 18, 2024","41, 45, 52, 56, 67",6
"December 21, 2024","1, 12, 17, 21, 58",1
"December 21, 2024","29, 45, 46, 51, 59",3
"December 23, 2024","22, 42, 44, 57, 64",18
"December 23, 2024","16, 49, 62, 63, 68",10
"December 25, 2024","15, 26, 27, 30, 35",3
"December 25, 2024","8, 29, 30, 47, 57",1
"December 28, 2024","6, 31, 51, 54, 55",12
"December 28, 2024","22, 40, 42, 54, 68",7
"December 30, 2024","9, 19, 33, 38, 39",1
"December 30, 2024","15, 34, 52, 56, 57",14
"January 1, 2025","6, 12, 28, 35, 66",26
"January 1, 2025","8, 10, 25, 33, 66",20
"January 4, 2025","26, 32, 43, 54, 56",24
"January 4, 2025","12, 25, 63, 65, 66",14
"January 6, 2025","17, 34, 46, 66, 67",14
"January 6, 2025","41, 44, 54, 57, 64",13
"January 8, 2025","1, 20, 36, 38, 43",24
"January 8, 2025","22, 29, 36, 61, 65",17
"January 11, 2025","3, 6, 32, 37, 65",4
"January 11, 2025","22, 24, 25, 44, 53",20
"January 13, 2025","4, 6, 16, 39, 66",9
"January 13, 2025","29, 30, 32, 37, 56",18
"January 15, 2025","8, 41, 52, 53, 58",7
"January 15, 2025","11, 15, 25, 51, 54",15
"January 18, 2025","14, 31, 35, 64, 69",23
"January 18, 2025","7, 34, 40, 48, 57",17
"January 20, 2025","15, 16, 32, 47, 54",6
"January 20, 2025","10, 23, 33, 38, 54",17
"January 22, 2025","5, 6, 27, 40, 49",5
"January 22, 2025","1, 12, 39, 40, 52",15
"January 25, 2025","8, 15, 17, 53, 66",14
"January 25, 2025","2, 5, 52, 59, 60",16
"January 27, 2025","2, 40, 47, 53, 55",20
"January 27, 2025","1, 9, 34, 63, 67",6
"January 29, 2025","8, 12, 31, 33, 38",18
"January 29, 2025","18, 28, 41, 63, 68",4
"February 1, 2025","23, 29, 32, 49, 61",8
"February 1, 2025","3, 15, 37, 49, 69",16
"February 3, 2025","12, 37, 47, 54, 60",17
"February 3, 2025","7, 38, 39, 42, 55",10
"February 5, 2025","19, 27, 30, 50, 62",14
"February 5, 2025","13, 24, 40, 41, 50",4
"February 8, 2025","23, 44, 57, 60, 62",9
"February 8, 2025","5, 20, 23, 36, 53",17
"February 10, 2025","2, 17, 18, 29, 43",3
"February 10, 2025","2, 21, 34, 38, 44",19
"February 12, 2025","21, 32, 36, 45, 49",18
"February 12, 2025","11, 24, 26, 31, 39",15
"February 15, 2025","3, 16, 45, 54, 56",12
"February 15, 2025","12, 18, 43, 58, 61",19
"February 17, 2025","4, 44, 47, 52, 57",9
"February 17, 2025","17, 18, 49, 56, 59",8
"February 19, 2025","6, 21, 28, 49, 60",20
"February 19, 2025","15, 21, 34, 43, 60",23
"February 22, 2025","7, 18, 22, 50, 65",15
"February 22, 2025","9, 18, 26, 35, 57",14
"February 24, 2025","10, 11, 34, 59, 68",14
"February 24, 2025","22, 48, 61, 63, 66",17
"February 26, 2025","28, 48, 55, 60, 62",20
"February 26, 2025","21, 26, 45, 46, 64",11
"March 1, 2025","2, 23, 36, 44, 49",25
"March 1, 2025","6, 19, 37, 66, 68",6
"March 3, 2025","18, 20, 50, 52, 56",20
"March 3, 2025","9, 34, 54, 67, 69",11
"March 5, 2025","24, 28, 40, 63, 65",20
"March 5, 2025","22, 36, 39, 45, 50",14
"March 8, 2025","2, 4, 16, 23, 63",13
"March 8, 2025","21, 24, 37, 62, 68",11
"March 10, 2025","17, 40, 47, 50, 55",6
"March 10, 2025","41, 42, 46, 48, 59",3
"March 12, 2025","11, 13, 28, 51, 58",1
"March 12, 2025","30, 31, 45, 56, 69",25
"March 15, 2025","12, 28, 33, 36, 54",5
"March 15, 2025","35, 36, 47, 50, 58",11
"March 17, 2025","11, 18, 23, 38, 60",9
"March 17, 2025","4, 19, 21, 38, 64",26
"March 19, 2025","8, 11, 21, 49, 59",15
"March 19, 2025","7, 15, 36, 40, 56",8
"March 22, 2025","6, 7, 25, 46, 57",12
"March 22, 2025","2, 4, 47, 53, 64",11
"March 24, 2025","6, 23, 35, 36, 47",12
"March 24, 2025","2, 54, 59, 65, 68",3
"March 26, 2025","5, 20, 29, 39, 53",6
"March 26, 2025","26, 32, 41, 51, 66",22
"March 29, 2025","7, 11, 21, 53, 61",2
"March 29, 2025","7, 11, 14, 26, 59",10
"March 31, 2025","12, 41, 44, 52, 64",25
"March 31, 2025","2, 44, 52, 65, 66",12
"April 2, 2025","5, 17, 41, 64, 69",1
"April 2, 2025","7, 18, 23, 31, 44",24
"April 5, 2025","4, 23, 30, 46, 62",2
"April 5, 2025","10, 16, 20, 48, 51",5
"April 7, 2025","20, 23, 48, 59, 66",4
"April 7, 2025","2, 31, 36, 51, 58",15
"April 9, 2025","4, 29, 37, 55, 67",10
"April 9, 2025","2, 15, 44, 60, 68",23
"April 12, 2025","16, 22, 44, 45, 53",19
"April 12, 2025","5, 10, 46, 49, 60",16
"April 14, 2025","3, 20, 30, 52, 62",1
"April 14, 2025","9, 18, 41, 42, 63",4
"April 16, 2025","20, 24, 42, 43, 49",19
"April 16, 2025","7, 36, 40, 47, 59",9
"April 19, 2025","7, 25, 37, 39, 63",1
"April 19, 2025","2, 3, 21, 55, 63",12
"April 21, 2025","4, 33, 45, 46, 51",25
"April 21, 2025","18, 23, 34, 35, 67",13
"April 23, 2025","15, 44, 63, 66, 69",20
"April 23, 2025","37, 42, 49, 54, 66",26
"April 26, 2025","1, 12, 14, 18, 69",2
"April 26, 2025","12, 20, 26, 38, 40",5
"April 28, 2025","26, 43, 51, 56, 60",24
"April 28, 2025","11, 13, 39, 48, 61",3
"April 30, 2025","1, 2, 3, 57, 59",9
"April 30, 2025","1, 34, 38, 60, 65",9
"May 3, 2025","10, 21, 23, 35, 65",24
"May 3, 2025","14, 23, 33, 38, 60",3
"May 5, 2025","16, 34, 40, 45, 66",19
"May 5, 2025","21, 26, 28, 62, 63",1
"May 7, 2025","14, 15, 30, 40, 59",20
"May 7, 2025","9, 31, 32, 50, 57",14
"May 10, 2025","5, 20, 28, 39, 42",13
"May 10, 2025","24, 36, 43, 47, 69",22
"May 12, 2025","15, 16, 41, 48, 60",21
"May 12, 2025","23, 45, 53, 54, 57",18
"May 14, 2025","4, 10, 24, 29, 53",4
"May 14, 2025","2, 44, 55, 56, 67",5
"May 17, 2025","7, 34, 40, 42, 52",15
"May 17, 2025","14, 18, 31, 34, 37",17
"May 19, 2025","13, 14, 37, 50, 60",11
"May 19, 2025","11, 12, 27, 30, 35",7
"May 21, 2025","9, 29, 31, 34, 43",2
"May 21, 2025","4, 9, 21, 37, 56",2
"May 24, 2025","12, 18, 28, 48, 52",5
"May 24, 2025","25, 29, 50, 64, 65",3
"May 26, 2025","13, 47, 52, 64, 67",25
"May 26, 2025","7, 13, 27, 29, 67",8
